Nome do Programa;Código do Programa;Nome da IES;Sigla da IES;UF;ME;DO;MP;DP
NUTRIÇÃO;26001012020P4;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;3;-;-;-
NUTRIÇÃO;25001019028P2;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;5;5;-;-
Nutrição;23001011075P5;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;3;-;-;-
Nutrição, Atividade Física e Plasticidade Fenotípica;25001019093P9;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;3;-;-;-
Nutrição e Saúde;22003010022P9;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;3;-;-;-
OCEANOGRAFIA;25001019034P2;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;5;5;-;-
OCEANOGRAFIA;20001010042P1;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;3;-;-;-
ODONTOLOGIA;24004014010P2;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;PB;4;4;-;-
ODONTOLOGIA;20001010017P7;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;4;4;-;-
ODONTOLOGIA;25004018006P8;UNIVERSIDADE DE PERNAMBUCO;UPE;PE;4;4;-;-
ODONTOLOGIA;21001014028P1;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;3;-;-;-
ODONTOLOGIA;22001018046P2;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;5;5;-;-
ODONTOLOGIA;22002014010P4;UNIVERSIDADE DE FORTALEZA;UNIFOR;CE;-;-;3;-
ODONTOLOGIA;25001019058P9;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;4;4;-;-
ODONTOLOGIA;20009011001P4;UNIVERSIDADE CEUMA;UNICEUMA;MA;4;-;-;-
ODONTOLOGIA;20009011040P0;UNIVERSIDADE CEUMA;UNICEUMA;MA;-;4;-;-
Odontologia;24001015034P0;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;4;4;-;-
Odontologia;27001016040P8;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FUFSE;SE;4;4;-;-
ODONTOLOGIA E SAUDE;28001010029P0;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;4;4;-;-
ONCOLOGIA;23027002001P8;FACULDADE RODOLFO TEÓFILO;FRT;CE;A;-;-;-
PATOLOGIA;22001018019P5;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;4;4;-;-
PATOLOGIA HUMANA;28001010011P4;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;6;6;-;-
PATOLOGIA INVESTIGATIVA;28049012004P2;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;BA;-;-;A;-
PERÍCIAS FORENSES;25004018016P3;UNIVERSIDADE DE PERNAMBUCO;UPE;PE;3;-;-;-
PESQUISA CLINICA E TRANSLACIONAL;28025016002P0;FIOCRUZ ;FIOCRUZ-CPqGM;BA;-;-;3;-
PESQUISA EM SAÚDE;26006014001P1;CENTRO UNIVERSITÁRIO CESMAC;CESMAC;AL;-;-;3;-
PLANEJAMENTO E DINÂMICAS TERRITORIAIS NO SEMIÁRIDO;23002018070P0;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;RN;3;-;-;-
PLANEJAMENTO E POLITICAS PÚBLICAS;22003010019P8;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;-;-;4;-
Planejamento Territorial;28002016016P9;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;BA;-;-;3;-
Política Social e Territórios;28022017015P6;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;UFRB;BA;A;-;-;-
POLÍTICAS PÚBLICAS;20001010003P6;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;6;6;-;-
POLÍTICAS PÚBLICAS;22003010074P9;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;-;4;-;-
POLÍTICAS PÚBLICAS;21001014005P1;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;4;4;-;-
Políticas Públicas;25001019091P6;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;-;-;3;-
POLÍTICAS PÚBLICAS E GESTÃO DA EDUCAÇÃO SUPERIOR;22001018055P1;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;-;-;3;-
POLÍTICAS PÚBLICAS, GESTÃO E AVALIAÇÃO DA EDUCAÇÃO SUPERIOR;24001015073P5;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;-;-;3;-
POLÍTICAS SOCIAIS E CIDADANIA;28003012003P0;UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;BA;4;4;-;-
PÓS GRADUAÇÃO EM ARTES CÊNICAS;20001010045P0;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;A;-;-;-
PRÁTICAS E INOVAÇÃO EM SAÚDE MENTAL;25004018071P4;UNIVERSIDADE DE PERNAMBUCO;UPE;PE;-;-;3;-
PROCESSOS INTERATIVOS DOS ÓRGÃOS E SISTEMAS;28001010075P2;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;5;5;-;-
Produção Agrícola;25003011028P5;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE;4;-;-;-
PRODUÇÃO ANIMAL;23001011050P2;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;RN;3;-;-;-
PRODUÇÃO VEGETAL;28007018005P9;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;BA;4;4;-;-
Produção Vegetal;25003011030P0;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE;4;-;-;-
PRODUÇÃO VEGETAL NO SEMIÁRIDO;29002001001P9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO;IFBAIANO;BA;-;-;3;-
PRODUTOS NATURAIS E SINTÉTICOS BIOATIVOS;24001015015P5;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;6;6;-;-
PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;-;-;4;-
Proteção de Plantas;26001012029P1;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;4;4;-;-
PSICOBIOLOGIA;23001011003P4;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;6;6;-;-
PSICOLOGIA;21001014079P5;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;3;-;-;-
PSICOLOGIA;22001018043P3;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;4;4;-;-
PSICOLOGIA;22002014005P0;UNIVERSIDADE DE FORTALEZA;UNIFOR;CE;4;4;-;-
PSICOLOGIA;23001011025P8;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;5;5;-;-
PSICOLOGIA;28001010044P0;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;6;6;-;-
PSICOLOGIA;20001010027P2;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;3;-;-;-
PSICOLOGIA;25001019066P1;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;4;4;-;-
PSICOLOGIA;25020013009P5;UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO;UNIVASF;PE;3;-;-;-
Psicologia;26001012032P2;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;3;-;-;-
Psicologia;27001016022P0;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FUFSE;SE;4;4;-;-
PSICOLOGIA CLÍNICA;25002015001P3;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;PE;4;4;-;-
PSICOLOGIA COGNITIVA;25001019018P7;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;4;4;-;-
PSICOLOGIA DA SAÚDE;28001010173P4;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;-;-;A;-
PSICOLOGIA DA SAÚDE;25025015002P2;FACULDADE PERNAMBUCANA DE SAÚDE;FPS;PE;-;-;3;-
Psicologia da Saúde;24004014018P3;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;PB;3;-;-;-
PSICOLOGIA E INTERVENÇÕES EM SAÚDE;28008014005P5;ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA;EBMSP;BA;-;-;A;-
PSICOLOGIA E POLÍTICAS PÚBLICAS;22001018176P3;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;-;-;A;-
PSICOLOGIA ORGANIZACIONAL E DO TRABALHO;23004010005P6;UNIVERSIDADE POTIGUAR;UNP;RN;-;-;3;-
Psicologia Social;24001015063P0;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;5;5;-;-
QUIMICA;28006011003P0;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;BA;3;-;-;-
QUIMICA;25003011020P4;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE;4;4;-;-
QUÍMICA;28001010004P8;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;4;4;-;-
QUÍMICA;20001010004P2;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;3;-;-;-
QUÍMICA;27001016010P1;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FUFSE;SE;4;4;-;-
QUÍMICA;24004014070P5;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;PB;3;-;-;-
QUÍMICA;22001018004P8;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;6;6;-;-
QUÍMICA;23001011012P3;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;4;4;-;-
QUÍMICA;24001015030P4;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;5;5;-;-
QUÍMICA;21001014003P9;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;4;4;-;-
QUÍMICA;20003013002P2;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO - MONTE CASTELO;IFMA - MC;MA;3;-;-;-
QUÍMICA;25001019036P5;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;6;6;-;-
QUÍMICA;21002010070P4;FUNDAÇÃO UNIVERSIDADE ESTADUAL DO PIAUÍ;FUESPI;PI;3;-;-;-
Química;28007018019P0;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;BA;3;-;-;-
QUÍMICA APLICADA;28005015004P0;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;BA;3;-;-;-
QUÍMICA BIOLÓGICA ;22005013004P3;UNIVERSIDADE REGIONAL DO CARIRI;URCA;CE;4;4;-;-
QUÍMICA E BIOTECNOLOGIA;26001012003P2;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;4;4;-;-
QUÍMICA PURA E APLICADA;28049012002P0;UNIVERSIDADE FEDERAL DO OESTE DA BAHIA;UFOB;BA;3;-;-;-
QUÍMICA UFMA - IFMA;20001010054P0;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;-;A;-;-
REABILITAÇÃO E DESEMPENHO FUNCIONAL;25004018074P3;UNIVERSIDADE DE PERNAMBUCO;UPE;PE;A;A;-;-
Recursos Aquáticos e Pesca;20002017009P0;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;MA;3;-;-;-
RECURSOS GENÉTICOS VEGETAIS;28022017003P8;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;UFRB;BA;4;-;-;-
RECURSOS GENÉTICOS VEGETAIS;28002016010P0;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;BA;5;5;-;-
Recursos Hídricos;27001016044P3;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FUFSE;SE;3;-;-;-
RECURSOS HIDRICOS E SANEAMENTO;26001012019P6;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;3;-;-;-
RECURSOS PESQUEIROS E AQUICULTURA;25003011011P5;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE;5;5;-;-
REDE NORDESTE DE ENSINO - RENOEN;27001016180P4;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FUFSE;SE;-;A;-;-
Relações Étnicas e Contemporaneidade;28006011015P8;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;BA;3;-;-;-
RELAÇOES INTERNACIONAIS;24004014007P1;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;PB;4;-;-;-
RELAÇÕES INTERNACIONAIS;28001010094P7;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;4;4;-;-
Sanidade e Reprodução de Animais de Produção;25003011025P6;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE;4;-;-;-
SAÚDE, AMBIENTE E BIODIVERSIDADE;29007003006P2;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;UFSB;BA;A;-;-;-
SAÚDE, AMBIENTE E TRABALHO;28001010060P5;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;3;-;-;-
SAÚDE COLETIVA;23001011171P4;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;3;-;-;-
SAÚDE COLETIVA;22002014004P4;UNIVERSIDADE DE FORTALEZA;UNIFOR;CE;4;4;-;-
SAÚDE COLETIVA;28002016014P6;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;BA;-;-;3;-
SAÚDE COLETIVA;28005015076P0;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;BA;-;-;A;-
SAÚDE COLETIVA;24001015083P0;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;A;-;-;-
SAÚDE COLETIVA;28001010051P6;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;-;-;5;-
SAÚDE COLETIVA;20001010015P4;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;5;5;-;-
SAÚDE COLETIVA;28001010170P5;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;3;-;-;-
SAÚDE COLETIVA;28002016004P0;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;BA;4;4;-;-
SAÚDE COLETIVA;28001010013P7;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;7;7;-;-
SAÚDE COLETIVA;22003010004P0;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;4;4;-;-
Saúde Coletiva;23001011033P0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;4;4;-;-
SAÚDE COLETIVA ;25001019074P4;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;3;-;-;-
SAÚDE DA COMUNICAÇÃO HUMANA;25001019172P6;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;3;-;-;-
SAÚDE DA CRIANÇA E DO ADOLESCENTE;25001019026P0;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;3;3;-;-
SAÚDE DA CRIANÇA E DO ADOLESCENTE;22003010015P2;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;-;-;3;-
SAÚDE DA FAMÍLIA;25046004001P0;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA;FACENE;PB;-;-;3;-
SAÚDE DA FAMÍLIA;21005010001P5;INSTITUTO DE ENSINO SUPERIOR DO PIAUI LTDA;UNINOVAFAPI;PI;-;-;3;-
SAÚDE DA FAMÍLIA;22001018073P0;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;3;-;-;-
SAÚDE DA MULHER;21001014076P6;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;-;-;3;-
SAÚDE DA MULHER E DA CRIANÇA;22001018086P4;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;-;-;3;-
SAÚDE DA POPULAÇÃO NEGRA E INDÍGENA;28022017016P2;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;UFRB;BA;-;-;A;-
Saúde do Adulto;20001010014P8;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;3;-;-;-
SAÚDE E AMBIENTE;27002012002P5;UNIVERSIDADE TIRADENTES;UNIT-SE;SE;5;5;-;-
SAÚDE E AMBIENTE;20001010006P5;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;3;-;-;-
SAÚDE E COMUNIDADE;21001014075P0;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;3;-;-;-
SAÚDE E DESENVOLVIMENTO SOCIOAMBIENTAL;25004018075P0;UNIVERSIDADE DE PERNAMBUCO;UPE;PE;A;-;-;-
SAÚDE E SOCIEDADE;23001011177P2;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;-;-;3;-
Saúde e Sociedade;23002018007P6;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;RN;3;-;-;-
SAÚDE E TECNOLOGIA;20001010050P4;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;A;-;-;-
SAÚDE INTEGRAL;25005014001P2;INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA;IMIP;PE;5;5;-;-
SAÚDE PÚBLICA;25007017001P5;FIOCRUZ ;FIOCRUZ-NESC/CPqAM;PE;4;4;-;-
SAÚDE PÚBLICA;22001018025P5;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;5;5;-;-
SAÚDE PÚBLICA;25007017002P1;FIOCRUZ ;FIOCRUZ-NESC/CPqAM;PE;-;-;4;4
SAÚDE PÚBLICA;24004014009P4;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;PB;3;-;-;-
SAÚDE TRANSLACIONAL;25001019174P9;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;A;-;-;-
SAÚDE ÚNICA;25003011073P0;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE;-;-;A;-
Segurança Pública, Justiça e Cidadania;28001010085P8;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;-;-;3;-
SEGURANÇA, SOCIEDADE E POLÍTICAS PÚBLICAS;27001016178P0;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FUFSE;SE;-;-;A;-
SERVIÇO SOCIAL;28001010175P7;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;A;-;-;-
SERVIÇO SOCIAL;24004014015P4;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;PB;3;-;-;-
SERVIÇO SOCIAL;23001011027P0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;4;4;-;-
SERVIÇO SOCIAL;25001019031P3;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;6;6;-;-
SERVIÇO SOCIAL;26001012016P7;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;4;4;-;-
SERVIÇO SOCIAL;24001015019P0;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;3;-;-;-
Serviço Social;27001016037P7;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FUFSE;SE;3;-;-;-
Serviço Social e Direitos Sociais;23002018010P7;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;RN;3;-;-;-
Serviço Social, Trabalho e Questão Social;22003010025P8;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;4;-;-;-
SISTEMAS AGROINDUSTRIAIS;24009016070P7;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;PB;3;-;-;-
Sistemas Agroindustriais;24009016026P8;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;PB;-;-;3;-
SISTEMAS AQUÁTICOS TROPICAIS;28007018006P5;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;BA;3;-;-;-
SISTEMAS E COMPUTAÇÃO;28013018005P5;UNIVERSIDADE SALVADOR;UNIFACS;BA;3;-;-;-
SISTEMAS E COMPUTAÇÃO;23001011022P9;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;5;5;-;-
Sistemática e Evolução;23001011059P0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;4;4;-;-
SISTEMÁTICA, USO E CONSERVAÇÃO DA BIODIVERSIDADE ;22001018172P8;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;A;A;-;-
SOCIEDADE E INCLUSÃO SOCIAL;25044010001P7;FACULDADE INTEGRADA DE PERNAMBUCO;FACIPE;PE;A;-;-;-
SOCIEDADE, TECNOLOGIAS E POLÍTICAS PÚBLICAS;27011003001P9;CENTRO UNIVERSITÁRIO TIRADENTES;UNIT/Alagoas;AL;4;A;-;-
Sociobiodiversidade e Tecnologias Sustentáveis;22011013001P0;UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA;UNILAB;CE;3;-;-;-
SOCIOLOGIA;22001018008P3;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;5;5;-;-
SOCIOLOGIA;26001012013P8;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;AL;4;-;-;-
SOCIOLOGIA;24001015004P3;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;4;4;-;-
SOCIOLOGIA;20001010044P4;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;MA;A;-;-;-
SOCIOLOGIA;25001019012P9;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;6;6;-;-
Sociologia;27001016011P8;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;FUFSE;SE;5;5;-;-
Sociologia;22003010009P2;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;4;4;-;-
Sociologia;21001014030P6;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;3;-;-;-
SOCIOLOGIA EM REDE NACIONAL;25016016039P8;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;-;-;3;-
TECNOLOGIA AGROALIMENTAR;24001015054P0;UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA;UFPB-JP;PB;3;-;-;-
TECNOLOGIA AMBIENTAL;25017012001P7;ASSOCIAÇÃO INSTITUTO DE TECNOLOGIA DE PERNAMBUCO;ITEP;PE;-;-;4;-
Tecnologia da Informação;23001011071P0;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;-;-;3;-
TECNOLOGIA DA INFORMAÇÃO ;24007013002P9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA;IFPB;PB;-;-;A;-
TECNOLOGIA DE ALIMENTOS;22008012002P0;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;IFCE;CE;3;-;-;-
TECNOLOGIA E GESTÃO AMBIENTAL;22008012001P3;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;IFCE;CE;3;-;-;-
TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;25003011029P1;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE;-;-;3;-
TECNOLOGIA E INOVAÇÃO EM ENFERMAGEM;22002014012P7;UNIVERSIDADE DE FORTALEZA;UNIFOR;CE;-;-;3;-
TECNOLOGIA EDUCACIONAL;22001018177P0;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;-;-;A;-
TECNOLOGIA MINIMAMENTE INVASIVA E SIMULAÇÃO NA ÁREA DE SAÚDE;23009004001P7;CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;CE;-;-;3;-
TECNOLOGIAS AMBIENTAIS;26002019001P6;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS;IFAL;AL;-;-;3;-
TECNOLOGIAS APLICADAS A ANIMAIS DE INTERESSE REGIONAL;21001014080P3;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;A;A;-;-
TECNOLOGIAS EM SAÚDE;28008014004P9;ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA;EBMSP;BA;3;-;-;-
TECNOLOGIAS ENERGÉTICAS E NUCLEARES;25001019020P1;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;PE;5;5;-;-
TEOLOGIA;25002015007P1;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;PE;3;-;-;-
Território, Ambiente e Sociedade;28003012002P4;UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;BA;3;3;-;-
TRANSPLANTES;22003010073P2;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;CE;-;-;3;-
TURISMO;27005011001P8;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;IFS;SE;-;-;3;-
TURISMO;23001011046P5;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;RN;4;4;-;-
USO SUSTENTÁVEL DE RECURSOS NATURAIS;23005017002P3;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;IFRN;RN;-;-;3;-
ZOOLOGIA;28007018004P2;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;BA;5;5;-;-
ZOOTECNIA;22004017002P4;UNIVERSIDADE ESTADUAL VALE DO ACARAÚ;UVA-CE;CE;3;-;-;-
ZOOTECNIA;25003011009P0;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;CE;5;5;-;-
ZOOTECNIA;25003011006P1;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;PE;4;4;-;-
ZOOTECNIA;28006011002P3;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;BA;5;5;-;-
Zootecnia;28001010088P7;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;BA;4;4;-;-
ZOOTECNIA TROPICAL;21001014002P2;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;FUFPI;PI;3;3;-;-
 ANTROPOLOGIA SOCIAL;13001019039P0;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;RR;3;-;-;-
 ASSISTÊNCIA FARMACÊUTICA;15001016160P0;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;PA;-;-;3;-
 EDUCAÇÃO ESCOLAR INDÍGENA;15006018009P1;UNIVERSIDADE DO ESTADO DO PARÁ;UEPA;PA;-;-;A;-
 LETRAS;15010015074P1;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;UFOPA;PA;A;-;-;-
